Class ID	Preferred Label	Synonyms	Definitions	Obsolete	CUI	Semantic Types	Parents	AAL	ACR_ID	ACR_Term	Acronym	Anatomical_Site	Anterior_to	Attaches_to	Blood_Supply_of	Bounded_by	Bounds	Branch_Of	Branch_Part_of	Changes made to class	CMA_Label	Comment	Constitutional_Part_Of	Contained_In	Contains	Continuous_With	Created mm/dd/yyyy	Definition	Distal_to	Drains_Into	External_to	FMAID	Freesurfer	Has_Blood_Supply	Has_Branch	Has_Branch_Part	Has_Constitutional_Part	Has_Entrapment_Site	Has_Innervation_Source	Has_insertion	Has_Member	Has_origin	Has_Part	Has_Regional_Part	Has_Subtype	http://data.bioontology.org/metadata/prefixIRI	id	Image_URL	Inferior_to	Innervates	Insertion_of	Is_A	JHU_DTI-81	JHU_White-Matter_Tractography_Atlas	language	Left_Lateral_to	Lymphatic_Drainage	Lymphatic_Drainage_Of	May_Be_Caused_By	May_Cause	Member_Of	Misspelling of term	name	Name	Neurolex_ID	Neurolex_Term	Non-English_name	Origin_of	Part_Of	Posterior_to	Preferred_name	Preferred_Name_for_Obsolete	Preferred_name_German	Projects_From	Projects_To	Proximal_to	Radlex version of class change	Receives_attachment_from	Receives_Drainage_From	Receives_Input_From	Receives_Projection_From	Regional_Part_Of	Related_modality	Replaced_by	Right_Lateral_to	Segment_Of	Sends_Output_To	SNOMED_ID	SNOMED_Term	Source	Superior_to	Surrounded_by	Surrounds	Synonym	Synonym_German	Talairach	Term type	Term_Status	Tributary_Of	UMLS_ID	UMLS_Term	Unsanctioned Term
http://www.radlex.org/RID/#RID48447	distal tendon of right popliteus			FALSE			http://www.radlex.org/RID/#RID48446																http://www.radlex.org/RID/#RID48474									311635														RID48447						http://www.radlex.org/RID/#RID48446																	http://www.radlex.org/RID/#RID48474|http://www.radlex.org/RID/#RID49096		distal tendon of right popliteus		distale Sehne des rechten Musculus popliteus									http://www.radlex.org/RID/#RID49096																				
http://www.radlex.org/RID/#RID13322	inferior medial heel			FALSE			http://www.radlex.org/RID/#RID34536															"potential entrapment site for inferior calcaneal nerve, near plantar fascia attachment to calcaneus]"																								RID13322						http://www.radlex.org/RID/#RID34536																	http://www.radlex.org/RID/#RID28829		inferior medial heel		untere mediale Ferse																													
http://www.radlex.org/RID/#RID2725	medial intermuscular septum of thigh	medial femoral intermuscular septum		FALSE			http://www.radlex.org/RID/#RID48104																																							RID2725						http://www.radlex.org/RID/#RID48104																	http://www.radlex.org/RID/#RID2660|http://www.radlex.org/RID/#RID2719		medial intermuscular septum of thigh		Septum intermusculare mediale																					medial femoral intermuscular septum								
http://www.radlex.org/RID/#RID36441	parieto-occipital branch of right pericallosal artery			FALSE			http://www.radlex.org/RID/#RID36440																									50363														RID36441						http://www.radlex.org/RID/#RID36440																	http://www.radlex.org/RID/#RID36434		parieto-occipital branch of right pericallosal artery		Ramus parieto-occipitalis der rechten Arteria pericallosa									http://www.radlex.org/RID/#RID36434																				
http://www.radlex.org/RID/#RID28227	dura mater of posterior root of right second sacral nerve			FALSE			http://www.radlex.org/RID/#RID28226																									266751														RID28227						http://www.radlex.org/RID/#RID28226																			dura mater of posterior root of right second sacral nerve		Dura mater der Radix posterior des rechten Nervus sacralis II																													
http://www.radlex.org/RID/#RID21936	superior root of right ansa cervicalis			FALSE			http://www.radlex.org/RID/#RID21935																									55147														RID21936						http://www.radlex.org/RID/#RID21935																			superior root of right ansa cervicalis		Radix superior der rechten Ansa cervicalis																													
http://www.radlex.org/RID/#RID19129	rootlet of right twelfth thoracic nerve	right twelfth thoracic neural rootlet		FALSE			http://www.radlex.org/RID/#RID19128																									22192														RID19129						http://www.radlex.org/RID/#RID19128																			rootlet of right twelfth thoracic nerve		Wurzelfasern des rechten Nervus thoracicus XII																					right twelfth thoracic neural rootlet								
http://www.radlex.org/RID/#RID42687	surface of tendon of long head of right triceps brachii			FALSE			http://www.radlex.org/RID/#RID42686										http://www.radlex.org/RID/#RID41481															297394											http://www.radlex.org/RID/#RID42684|http://www.radlex.org/RID/#RID42681|http://www.radlex.org/RID/#RID42678|http://www.radlex.org/RID/#RID42675	http://www.radlex.org/RID/#RID42684|http://www.radlex.org/RID/#RID42681|http://www.radlex.org/RID/#RID42678|http://www.radlex.org/RID/#RID42675		RID42687						http://www.radlex.org/RID/#RID42686																			surface of tendon of long head of right triceps brachii		Oberfläche der Sehne des Caput longum des rechten Musculus triceps brachii																													
http://www.radlex.org/RID/#RID43902	left external jugular vein			FALSE			http://www.radlex.org/RID/#RID1018																									13112											http://www.radlex.org/RID/#RID43939|http://www.radlex.org/RID/#RID43904|http://www.radlex.org/RID/#RID44025|http://www.radlex.org/RID/#RID43948|http://www.radlex.org/RID/#RID43950|http://www.radlex.org/RID/#RID43926	http://www.radlex.org/RID/#RID43939|http://www.radlex.org/RID/#RID43904|http://www.radlex.org/RID/#RID44025|http://www.radlex.org/RID/#RID43948|http://www.radlex.org/RID/#RID43950|http://www.radlex.org/RID/#RID43926		RID43902						http://www.radlex.org/RID/#RID1018																	http://www.radlex.org/RID/#RID43703		left external jugular vein		linke Vena jugularis externa									http://www.radlex.org/RID/#RID43703																				
http://www.radlex.org/RID/#RID39775	proximal epiphysis of left third metatarsal bone			FALSE			http://www.radlex.org/RID/#RID39773																									42973														RID39775						http://www.radlex.org/RID/#RID39773																			proximal epiphysis of left third metatarsal bone		proximale Epiphyse des linken dritten Metatarsalknochens																													
http://www.radlex.org/RID/#RID44263	preganglionic segment of posterior root of right fifth lumbar spinal nerve			FALSE			http://www.radlex.org/RID/#RID44262																									292169														RID44263						http://www.radlex.org/RID/#RID44262																	http://www.radlex.org/RID/#RID18775		preganglionic segment of posterior root of right fifth lumbar spinal nerve		präganglionäres Segment der Radix posterior des rechten lumbalen Spinalnervs V									http://www.radlex.org/RID/#RID18775																				
http://www.radlex.org/RID/#RID19118	rootlet of left eighth thoracic nerve	left eighth thoracic neural rootlet		FALSE			http://www.radlex.org/RID/#RID19116																									22209														RID19118						http://www.radlex.org/RID/#RID19116																			rootlet of left eighth thoracic nerve		Wurzelfasern des linken Nervus thoracicus VIII																					left eighth thoracic neural rootlet								
http://www.radlex.org/RID/#RID30681	myometrium of body of uterus			FALSE			http://www.radlex.org/RID/#RID30679																http://www.radlex.org/RID/#RID29805									18116														RID30681						http://www.radlex.org/RID/#RID30679																	http://www.radlex.org/RID/#RID29805		myometrium of body of uterus		Myometrium des Uteruskörpers																													
http://www.radlex.org/RID/#RID17979	l2 segment of left posterior spinocerebellar tract			FALSE			http://www.radlex.org/RID/#RID17977																									256895														RID17979						http://www.radlex.org/RID/#RID17977																	http://www.radlex.org/RID/#RID17972		l2 segment of left posterior spinocerebellar tract		Segment L2 des linken Tractus spinocerebellaris posterior									http://www.radlex.org/RID/#RID17972																				
http://www.radlex.org/RID/#RID22467	trunk of deep branch of lateral plantar nerve			FALSE			http://www.radlex.org/RID/#RID22463																									78904													http://www.radlex.org/RID/#RID22469|http://www.radlex.org/RID/#RID22468	RID22467						http://www.radlex.org/RID/#RID22463																			trunk of deep branch of lateral plantar nerve		Truncus des Ramus profundus des Nervus plantaris lateralis																													
http://www.radlex.org/RID/#RID3052	spring ligament	plantar calcaneonavicular ligament		FALSE			http://www.radlex.org/RID/#RID3050																																							RID3052						http://www.radlex.org/RID/#RID3050																			spring ligament		Spring-Ligament																					plantar calcaneonavicular ligament								
http://www.radlex.org/RID/#RID7650	aryepiglottic part of oblique arytenoid muscle	ary-epiglottic part of oblique arytenoid muscle		FALSE			http://www.radlex.org/RID/#RID28907													loc																										RID7650						http://www.radlex.org/RID/#RID28907																	http://www.radlex.org/RID/#RID7649		aryepiglottic part of oblique arytenoid muscle		aryepiglottischer Teil des Musculus arytaenoideus obliquus				3.14																	ary-epiglottic part of oblique arytenoid muscle								
http://www.radlex.org/RID/#RID4016	intracortical osteosarcoma			FALSE			http://www.radlex.org/RID/#RID4010																																							RID4016						http://www.radlex.org/RID/#RID4010																			intracortical osteosarcoma		Intrakortikales Osteosarkom																													
http://www.radlex.org/RID/#RID46070	feeding tube placement	G-tube placement		FALSE			http://www.radlex.org/RID/#RID43245													loc																										RID46070						http://www.radlex.org/RID/#RID43245																			feeding tube placement		Legen der Magensonde				3.13													Playbook				G-tube placement								
http://www.radlex.org/RID/#RID21925	trunk of left fifth sacral nerve	left fifth sacral neural trunk		FALSE			http://www.radlex.org/RID/#RID21923																									7698														RID21925						http://www.radlex.org/RID/#RID21923																	http://www.radlex.org/RID/#RID18272|http://www.radlex.org/RID/#RID44129		trunk of left fifth sacral nerve		Truncus des linken Nervus sacralis V									http://www.radlex.org/RID/#RID18272|http://www.radlex.org/RID/#RID44129												left fifth sacral neural trunk								
http://www.radlex.org/RID/#RID28216	dura mater of posterior root of fourth lumbar nerve			FALSE			http://www.radlex.org/RID/#RID28206																									266411													http://www.radlex.org/RID/#RID28218|http://www.radlex.org/RID/#RID28217	RID28216						http://www.radlex.org/RID/#RID28206																			dura mater of posterior root of fourth lumbar nerve		Dura mater der Radix posterior des Nervus lumbalis IV																													
http://www.radlex.org/RID/#RID9824	ethmoidomaxillary suture			FALSE			http://www.radlex.org/RID/#RID9802																																							RID9824						http://www.radlex.org/RID/#RID9802																	http://www.radlex.org/RID/#RID9196		ethmoidomaxillary suture		Sutura ethmoidomaxillaris																													
http://www.radlex.org/RID/#RID18711	posterior root of first cervical nerve	posterior C1 root		FALSE			http://www.radlex.org/RID/#RID18710																									12996											http://www.radlex.org/RID/#RID44188|http://www.radlex.org/RID/#RID44286	http://www.radlex.org/RID/#RID44188|http://www.radlex.org/RID/#RID44286	http://www.radlex.org/RID/#RID44565|http://www.radlex.org/RID/#RID44566	RID18711						http://www.radlex.org/RID/#RID18710																	http://www.radlex.org/RID/#RID44037		posterior root of first cervical nerve		Radix posterior des Nervus cervicalis I									http://www.radlex.org/RID/#RID44037												posterior C1 root								
http://www.radlex.org/RID/#RID5226	heterotopic ossification		The development of bony substance in normally soft structures. [MeSH]	FALSE			http://www.radlex.org/RID/#RID5223																					The development of bony substance in normally soft structures. [MeSH]																		RID5226						http://www.radlex.org/RID/#RID5223																			heterotopic ossification		Heterotope Ossifikation																											C0029396	heterotopic ossification	
http://www.radlex.org/RID/#RID16210	set of parietopontine fibers	parietopontine fibers set|parietopontine fibers|parietopontine fibres		FALSE			http://www.radlex.org/RID/#RID16175																									75225														RID16210						http://www.radlex.org/RID/#RID16175															fibrae parietopontinae				set of parietopontine fibers		fibrae parietopontinae																					parietopontine fibers set|parietopontine fibers|parietopontine fibres								
http://www.radlex.org/RID/#RID7375	dorsal intermediate sulcus			FALSE			http://www.radlex.org/RID/#RID38642													loc																										RID7375						http://www.radlex.org/RID/#RID38642																	http://www.radlex.org/RID/#RID7361		dorsal intermediate sulcus		Sulcus intermedius dorsalis				3.14																									
http://www.radlex.org/RID/#RID49525	hypertrophy of median lobe of prostate		Increase in the volume of the median lobe of the prostate with mass-effect or protrusion into the bladder and stretching the urethra.	FALSE			http://www.radlex.org/RID/#RID3795					http://www.radlex.org/RID/#RID38854								new							7/7/2014	Increase in the volume of the median lobe of the prostate with mass-effect or protrusion into the bladder and stretching the urethra.																		RID49525						http://www.radlex.org/RID/#RID3795																			hypertrophy of median lobe of prostate		Hypertrophie des Lobus medius der Prostata				3.12													PI-RADS												
http://www.radlex.org/RID/#RID43870	proximal tendon of right rectus femoris			FALSE			http://www.radlex.org/RID/#RID43869																http://www.radlex.org/RID/#RID48214			http://www.radlex.org/RID/#RID44535						301863											http://www.radlex.org/RID/#RID41157|http://www.radlex.org/RID/#RID41154|http://www.radlex.org/RID/#RID44563	http://www.radlex.org/RID/#RID41157|http://www.radlex.org/RID/#RID41154|http://www.radlex.org/RID/#RID44563		RID43870						http://www.radlex.org/RID/#RID43869																	http://www.radlex.org/RID/#RID48214		proximal tendon of right rectus femoris		proximale Sehne des rechten Musculus rectus femoris																													
http://www.radlex.org/RID/#RID38061	arcuate renal vein			FALSE			http://www.radlex.org/RID/#RID38057																									272193													http://www.radlex.org/RID/#RID38063|http://www.radlex.org/RID/#RID38062	RID38061						http://www.radlex.org/RID/#RID38057																			arcuate renal vein		Vena arcuata der Niere																													
http://www.radlex.org/RID/#RID13916	left anterior orbital gyrus			FALSE			http://www.radlex.org/RID/#RID13913																									256200	Left-Aorg				http://www.radlex.org/RID/#RID20284|http://www.radlex.org/RID/#RID17063						http://www.radlex.org/RID/#RID20284|http://www.radlex.org/RID/#RID17063			RID13916						http://www.radlex.org/RID/#RID13913																	http://www.radlex.org/RID/#RID13863|http://www.radlex.org/RID/#RID26482		left anterior orbital gyrus		linker anteriorer Gyrus orbitalis									http://www.radlex.org/RID/#RID13863|http://www.radlex.org/RID/#RID26482																				
http://www.radlex.org/RID/#RID2001	medial head of triceps brachii muscle			FALSE			http://www.radlex.org/RID/#RID34832																									37693							http://www.radlex.org/RID/#RID15226|http://www.radlex.org/RID/#RID15213						http://www.radlex.org/RID/#RID42382|http://www.radlex.org/RID/#RID42383	RID2001						http://www.radlex.org/RID/#RID34832															caput mediale musculus tricipitis brachii|caput profundum musculus tricipitis brachii		http://www.radlex.org/RID/#RID1999		medial head of triceps brachii muscle		caput mediale musculus tricipitis brachii									http://www.radlex.org/RID/#RID1999													Caput mediale des Musculus triceps brachii							
http://www.radlex.org/RID/#RID31770	renal tubule			FALSE			http://www.radlex.org/RID/#RID31762																									15627											http://www.radlex.org/RID/#RID31782|http://www.radlex.org/RID/#RID31776|http://www.radlex.org/RID/#RID31774	http://www.radlex.org/RID/#RID31782|http://www.radlex.org/RID/#RID31776|http://www.radlex.org/RID/#RID31774	http://www.radlex.org/RID/#RID31772|http://www.radlex.org/RID/#RID31771	RID31770						http://www.radlex.org/RID/#RID31762																	http://www.radlex.org/RID/#RID31763		renal tubule		Nierentubulus									http://www.radlex.org/RID/#RID31763																				
http://www.radlex.org/RID/#RID14371	communicating branch of left auriculotemporal nerve with left otic ganglion			FALSE			http://www.radlex.org/RID/#RID14369											http://www.radlex.org/RID/#RID14342								http://www.radlex.org/RID/#RID14342						53223														RID14371						http://www.radlex.org/RID/#RID14369																	http://www.radlex.org/RID/#RID14342		communicating branch of left auriculotemporal nerve with left otic ganglion		Ramus communicans zwischen dem linken Nervus auriculotemporalis und dem linken Ganglion oticum									http://www.radlex.org/RID/#RID14342																				
http://www.radlex.org/RID/#RID33899	sulcal segment of right lateral occipital lobe			FALSE			http://www.radlex.org/RID/#RID33898																									275732														RID33899						http://www.radlex.org/RID/#RID33898																			sulcal segment of right lateral occipital lobe		zum Sulcus gehörendes Segment des rechten lateralen Okzipitallappens																													
http://www.radlex.org/RID/#RID46675	segment of anterior root of spinal nerve			FALSE			http://www.radlex.org/RID/#RID44184																									291909														RID46675						http://www.radlex.org/RID/#RID44184																			segment of anterior root of spinal nerve		Segment der Radix anterior des Nervus spinalis																													
http://www.radlex.org/RID/#RID38611	biopsy			FALSE			http://www.radlex.org/RID/#RID49838													loc																									http://www.radlex.org/RID/#RID49866|http://www.radlex.org/RID/#RID49871|http://www.radlex.org/RID/#RID45698|http://www.radlex.org/RID/#RID49777	RID38611						http://www.radlex.org/RID/#RID49838																			biopsy		Biopsie				3.12													Playbook												
http://www.radlex.org/RID/#RID29276	infundibulum of left uterine tube	left uterine tube infundibulum		FALSE			http://www.radlex.org/RID/#RID29274																									18490					http://www.radlex.org/RID/#RID30554						http://www.radlex.org/RID/#RID30554			RID29276						http://www.radlex.org/RID/#RID29274																	http://www.radlex.org/RID/#RID30346		infundibulum of left uterine tube		Infundibulum des linken Eileiters									http://www.radlex.org/RID/#RID30346												left uterine tube infundibulum								
http://www.radlex.org/RID/#RID25913	left Brodmann area 51	left BA51|brodmann area 51 in left cerebral cortex		FALSE			http://www.radlex.org/RID/#RID25911																									270859					http://www.radlex.org/RID/#RID37750|http://www.radlex.org/RID/#RID37738|http://www.radlex.org/RID/#RID37747|http://www.radlex.org/RID/#RID37744|http://www.radlex.org/RID/#RID37741|http://www.radlex.org/RID/#RID37753						http://www.radlex.org/RID/#RID37750|http://www.radlex.org/RID/#RID37738|http://www.radlex.org/RID/#RID37747|http://www.radlex.org/RID/#RID37744|http://www.radlex.org/RID/#RID37741|http://www.radlex.org/RID/#RID37753			RID25913						http://www.radlex.org/RID/#RID25911																			left Brodmann area 51		linkes Brodmann-Areal 51																					left BA51|brodmann area 51 in left cerebral cortex								
http://www.radlex.org/RID/#RID28184	dura mater of posterior root of left fifth thoracic nerve			FALSE			http://www.radlex.org/RID/#RID28182																									266677														RID28184						http://www.radlex.org/RID/#RID28182																			dura mater of posterior root of left fifth thoracic nerve		Dura mater der Radix posterior des linken Nervus thoracicus V																													
http://www.radlex.org/RID/#RID2541	iliac fossa			FALSE			http://www.radlex.org/RID/#RID28459													loc																										RID2541						http://www.radlex.org/RID/#RID28459																	http://www.radlex.org/RID/#RID2531		iliac fossa		Fossa iliaca				3.14																									
http://www.radlex.org/RID/#RID16634	neural network of right female breast			FALSE			http://www.radlex.org/RID/#RID16633																									268939									http://www.radlex.org/RID/#RID25250|http://www.radlex.org/RID/#RID25247|http://www.radlex.org/RID/#RID25288|http://www.radlex.org/RID/#RID25285|http://www.radlex.org/RID/#RID25282|http://www.radlex.org/RID/#RID25253		http://www.radlex.org/RID/#RID25250|http://www.radlex.org/RID/#RID25247|http://www.radlex.org/RID/#RID25288|http://www.radlex.org/RID/#RID25285|http://www.radlex.org/RID/#RID25282|http://www.radlex.org/RID/#RID25253			RID16634						http://www.radlex.org/RID/#RID16633																			neural network of right female breast		neuronales Netz der rechten weiblichen Brust																													
http://www.radlex.org/RID/#RID22985	meningeal branch of left seventh cervical nerve			FALSE			http://www.radlex.org/RID/#RID22983																									65658														RID22985						http://www.radlex.org/RID/#RID22983																	http://www.radlex.org/RID/#RID44057		meningeal branch of left seventh cervical nerve		Ramus meningeus des linken Nervus cervicalis VII									http://www.radlex.org/RID/#RID44057																				
http://www.radlex.org/RID/#RID19086	rootlet of right sixth cervical nerve	right sixth cervical neural rootlet		FALSE			http://www.radlex.org/RID/#RID19085																									66387														RID19086						http://www.radlex.org/RID/#RID19085																			rootlet of right sixth cervical nerve		Wurzelfasern des rechten Nervus cervicalis VI																					right sixth cervical neural rootlet								
http://www.radlex.org/RID/#RID33222	crypt of Lieberkuhn of jejunum			FALSE			http://www.radlex.org/RID/#RID33219																									269065														RID33222						http://www.radlex.org/RID/#RID33219																	http://www.radlex.org/RID/#RID30576		crypt of Lieberkuhn of jejunum		Lieberkühn-Krypte des Jejunums									http://www.radlex.org/RID/#RID30576																				
http://www.radlex.org/RID/#RID4715	avulsion			FALSE			http://www.radlex.org/RID/#RID4714																																						http://www.radlex.org/RID/#RID34692	RID4715						http://www.radlex.org/RID/#RID4714																			avulsion		Avulsion																													
http://www.radlex.org/RID/#RID31096	mucosa of pyloric canal	pyloric canal mucosa		FALSE			http://www.radlex.org/RID/#RID31091																http://www.radlex.org/RID/#RID30213									17056					http://www.radlex.org/RID/#RID32222|http://www.radlex.org/RID/#RID32873						http://www.radlex.org/RID/#RID32222|http://www.radlex.org/RID/#RID32873			RID31096						http://www.radlex.org/RID/#RID31091																	http://www.radlex.org/RID/#RID30213		mucosa of pyloric canal		Mukosa des Canalis pyloricus																					pyloric canal mucosa								
http://www.radlex.org/RID/#RID36798	internal pyramidal layer of Brodmann area 1			FALSE			http://www.radlex.org/RID/#RID36785																http://www.radlex.org/RID/#RID13126									282429													http://www.radlex.org/RID/#RID36799|http://www.radlex.org/RID/#RID36800	RID36798						http://www.radlex.org/RID/#RID36785																	http://www.radlex.org/RID/#RID13126		internal pyramidal layer of Brodmann area 1		innere Pyramidenzellschicht des Brodmann-Areals 1																													
http://www.radlex.org/RID/#RID28734	lumbosacral junction	LS junction		FALSE			http://www.radlex.org/RID/#RID13231																																							RID28734						http://www.radlex.org/RID/#RID13231																			lumbosacral junction		lumbosakraler Übergang																					LS junction								
http://www.radlex.org/RID/#RID13433	subcentimeter			FALSE			http://www.radlex.org/RID/#RID5772																																							RID13433						http://www.radlex.org/RID/#RID5772																			subcentimeter		kleiner als 1 cm																													
http://www.radlex.org/RID/#RID895	arterial branch of dural artery to spinal dura			FALSE			http://www.radlex.org/RID/#RID35884											http://www.radlex.org/RID/#RID893								http://www.radlex.org/RID/#RID893																				RID895						http://www.radlex.org/RID/#RID35884																	http://www.radlex.org/RID/#RID13183		arterial branch of dural artery to spinal dura		Radikulärer arterieller Ast einer duralen Arterie zur spinalen Dura																													
http://www.radlex.org/RID/#RID10874	endocavitary annular array transducer			FALSE			http://www.radlex.org/RID/#RID10868															ENDOCAV_AA																								RID10874						http://www.radlex.org/RID/#RID10868																			endocavitary annular array transducer		endokavitäre Sonde mit ringförmiger Anordnung																													
http://www.radlex.org/RID/#RID17165	white matter of isthmus of right cingulate gyrus			FALSE			http://www.radlex.org/RID/#RID17164																http://www.radlex.org/RID/#RID14042									272556	wm-rh-isthmuscingulate|wm-rh-G_cingulate-Isthmus													RID17165						http://www.radlex.org/RID/#RID17164																	http://www.radlex.org/RID/#RID14042		white matter of isthmus of right cingulate gyrus		weiße Substanz des Isthmus des rechten Gyrus cinguli																													
http://www.radlex.org/RID/#RID31978	superior anterior pancreaticoduodenal lymph node group	anterior superior pancreaticoduodenal lymph node group|jPS 17a lymph nodes|area 17a lymph node group|superior anterior superior pancreaticoduodenal lymph nodes|jPS No. 17a nodes	Abdominal proper lymph node group which is located on the anterosuperior region of head of pancreas.	FALSE			http://www.radlex.org/RID/#RID31901																http://www.radlex.org/RID/#RID29761					Abdominal proper lymph node group which is located on the anterosuperior region of head of pancreas.		http://www.radlex.org/RID/#RID31972		277928														RID31978						http://www.radlex.org/RID/#RID31901									http://www.radlex.org/RID/#RID31938|http://www.radlex.org/RID/#RID32003								http://www.radlex.org/RID/#RID29761		superior anterior pancreaticoduodenal lymph node group		obere anteriore pankreatikoduodenale Lymphknotengruppe														http://www.radlex.org/RID/#RID31972							anterior superior pancreaticoduodenal lymph node group|jPS 17a lymph nodes|area 17a lymph node group|superior anterior superior pancreaticoduodenal lymph nodes|jPS No. 17a nodes								
http://www.radlex.org/RID/#RID41512	distal tendon of left flexor carpi ulnaris			FALSE			http://www.radlex.org/RID/#RID41510																									63414														RID41512						http://www.radlex.org/RID/#RID41510																			distal tendon of left flexor carpi ulnaris		distale Sehne des linken Musculus flexor carpi ulnaris																													
http://www.radlex.org/RID/#RID24019	lateral branch of posterior ramus of second thoracic nerve			FALSE			http://www.radlex.org/RID/#RID24015											http://www.radlex.org/RID/#RID22895	http://www.radlex.org/RID/#RID22895							http://www.radlex.org/RID/#RID24739|http://www.radlex.org/RID/#RID22895|http://www.radlex.org/RID/#RID24754|http://www.radlex.org/RID/#RID24757|http://www.radlex.org/RID/#RID24751|http://www.radlex.org/RID/#RID24552|http://www.radlex.org/RID/#RID24745|http://www.radlex.org/RID/#RID24742|http://www.radlex.org/RID/#RID24748						11257			http://www.radlex.org/RID/#RID24739|http://www.radlex.org/RID/#RID24754|http://www.radlex.org/RID/#RID24757|http://www.radlex.org/RID/#RID24751|http://www.radlex.org/RID/#RID24552|http://www.radlex.org/RID/#RID24745|http://www.radlex.org/RID/#RID24742|http://www.radlex.org/RID/#RID24748								http://www.radlex.org/RID/#RID24739|http://www.radlex.org/RID/#RID24754|http://www.radlex.org/RID/#RID24757|http://www.radlex.org/RID/#RID24751|http://www.radlex.org/RID/#RID24552|http://www.radlex.org/RID/#RID24745|http://www.radlex.org/RID/#RID24742|http://www.radlex.org/RID/#RID24748	http://www.radlex.org/RID/#RID24739|http://www.radlex.org/RID/#RID24754|http://www.radlex.org/RID/#RID24757|http://www.radlex.org/RID/#RID24751|http://www.radlex.org/RID/#RID24552|http://www.radlex.org/RID/#RID24745|http://www.radlex.org/RID/#RID24742|http://www.radlex.org/RID/#RID24748	http://www.radlex.org/RID/#RID24021|http://www.radlex.org/RID/#RID24020	RID24019						http://www.radlex.org/RID/#RID24015																	http://www.radlex.org/RID/#RID22895		lateral branch of posterior ramus of second thoracic nerve		Ramus lateralis des Ramus posterior des Nervus thoracicus II									http://www.radlex.org/RID/#RID22895																				
http://www.radlex.org/RID/#RID46664	posterior region of medial condyle of right tibia			FALSE			http://www.radlex.org/RID/#RID46663																									304408											http://www.radlex.org/RID/#RID46670	http://www.radlex.org/RID/#RID46670		RID46664					http://www.radlex.org/RID/#RID47932	http://www.radlex.org/RID/#RID46663																	http://www.radlex.org/RID/#RID39627		posterior region of medial condyle of right tibia		posteriore Region des Condylus medialis der rechten Tibia					http://www.radlex.org/RID/#RID46194				http://www.radlex.org/RID/#RID39627																				
http://www.radlex.org/RID/#RID4424	atypical teratoid rhabdoid tumor	atypical teratoid-rhabdoid tumor (WHO grade IV)|ATRT|rhabdoid tumor	"A rare but highly lethal childhood tumor found almost exclusively in infants. Histopathologically, it resembles rhabdomyosarcoma but the tumor cells are not of myogenic origin. Although it arises primarily in the kidney, it may be found in other parts of the body. The rhabdoid cytomorphology is believed to be the expression of a very primitive malignant cell. (From Holland et al., Cancer Medicine, 3d ed, p2210) [MeSH]"	FALSE			http://www.radlex.org/RID/#RID4523				ATRT	http://www.radlex.org/RID/#RID205								syn								"A rare but highly lethal childhood tumor found almost exclusively in infants. Histopathologically, it resembles rhabdomyosarcoma but the tumor cells are not of myogenic origin. Although it arises primarily in the kidney, it may be found in other parts of the body. The rhabdoid cytomorphology is believed to be the expression of a very primitive malignant cell. (From Holland et al., Cancer Medicine, 3d ed, p2210) [MeSH]"																		RID4424						http://www.radlex.org/RID/#RID4523																			atypical teratoid rhabdoid tumor		Atypischer terato-rhabdoider Tumor				10/9/2014																	atypical teratoid-rhabdoid tumor (WHO grade IV)|ATRT|rhabdoid tumor						C0206743	rhabdoid tumor	
http://www.radlex.org/RID/#RID14514	RID14514			FALSE			http://www.radlex.org/RID/#RID15849													obs		duplicate																								RID14514						http://www.radlex.org/RID/#RID15849																				deep branch of buccal branch of facial nerve					3.14							RID27870																		
http://www.radlex.org/RID/#RID20077	medial branch to medial part of internal carotid plexus			FALSE			http://www.radlex.org/RID/#RID20075											http://www.radlex.org/RID/#RID20074								http://www.radlex.org/RID/#RID20074						6601														RID20077						http://www.radlex.org/RID/#RID20075																	http://www.radlex.org/RID/#RID20074		medial branch to medial part of internal carotid plexus		Ramus medialis zum medialen Teil des Plexus caroticus internus									http://www.radlex.org/RID/#RID20074																				
http://www.radlex.org/RID/#RID29265	ampulla of right uterine tube	right uterine tube ampulla		FALSE			http://www.radlex.org/RID/#RID298																									18491					http://www.radlex.org/RID/#RID30550						http://www.radlex.org/RID/#RID30550			RID29265						http://www.radlex.org/RID/#RID298																	http://www.radlex.org/RID/#RID30345		ampulla of right uterine tube		Ampulle des rechten Eileiters									http://www.radlex.org/RID/#RID30345												right uterine tube ampulla								
http://www.radlex.org/RID/#RID25779	communicating branch between right lateral pectoral nerve and right medial pectoral nerve			FALSE			http://www.radlex.org/RID/#RID25778											http://www.radlex.org/RID/#RID27740|http://www.radlex.org/RID/#RID27738								http://www.radlex.org/RID/#RID27740|http://www.radlex.org/RID/#RID27738						81272														RID25779						http://www.radlex.org/RID/#RID25778																	http://www.radlex.org/RID/#RID27740|http://www.radlex.org/RID/#RID27738		communicating branch between right lateral pectoral nerve and right medial pectoral nerve		Ramus communicans zwischen dem rechten Nervus pectoralis lateralis und dem rechten Nervus pectoralis medialis									http://www.radlex.org/RID/#RID27740|http://www.radlex.org/RID/#RID27738																				
